EXERCICI_COMPTAB,AREA,SERVEI,PROGRAMA,CAPITOL,PARTIDA,DESCRIPCIO_PARTIDA,PRESSUPOST_DEFINITIU,LIQUIDACIO
2014,"3-Serveis a les Persones, Cohe",3412-Hospitals,3-PRODUCCIÓN DE BIENES PÚBLICO,4-TRASFERÈNCIES CORRENTS,14   3412 31205   48900,APORTACIÓ A LA FUNDACIÓ ST. LL,,42885
2015,"3-Serveis a les Persones, Cohe",3412-Hospitals,3-PRODUCCIÓN DE BIENES PÚBLICO,4-TRASFERÈNCIES CORRENTS,15   3412 31203   46700,APORTACIÓ CONSORCIS HOSPITALAR,,675.16
2015,"3-Serveis a les Persones, Cohe",3412-Hospitals,3-PRODUCCIÓN DE BIENES PÚBLICO,4-TRASFERÈNCIES CORRENTS,15   3412 31204   48900,ALTR.TRANSF.SENSE FINALITAT LU,,42242
2016,"3-Serveis a les Persones, Cohe",3412-Hospitals,3-PRODUCCIÓN DE BIENES PÚBLICO,4-TRASFERÈNCIES CORRENTS,16   3412 31204   48900,ALTR.TRANSF.SENSE FINALITAT LU,,42242
2017,"3-Serveis a les Persones, Cohe",3412-Hospitals,3-PRODUCCIÓN DE BIENES PÚBLICO,4-TRASFERÈNCIES CORRENTS,17   3412 31204   48900,ALTR.TRANSF.SENSE FINALITAT LU,,42242
2012,"3-Serveis a les Persones, Cohe",3412-Hospitals,3-PRODUCCIÓN DE BIENES PÚBLICO,7-TRANSFERÈNCIES DE CAPITAL,12   3412 31205   78900,APORT. CAPITAL ENTITATS S/FIN.,,500000
2013,"3-Serveis a les Persones, Cohe",3412-Hospitals,3-PRODUCCIÓN DE BIENES PÚBLICO,7-TRANSFERÈNCIES DE CAPITAL,13   3412 31205   78900,APORT. CAPITAL ENTITATS S/FIN.,,100000
2015,"3-Serveis a les Persones, Cohe",3412-Hospitals,3-PRODUCCIÓN DE BIENES PÚBLICO,7-TRANSFERÈNCIES DE CAPITAL,15   3412 31204   78900,APORTACIÓ CAPITAL ENT.S/FINTAT,,300000
2016,"3-Serveis a les Persones, Cohe",3412-Hospitals,3-PRODUCCIÓN DE BIENES PÚBLICO,7-TRANSFERÈNCIES DE CAPITAL,16   3412 31204   78900,APORTACIÓ CAPITAL ENT.S/FINTAT,,400000
2012,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,12   3413 31201   120,ANTIG. I SOU BASE FUNCIONARIS ,,30276.17
2012,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,12   3413 31201   121,RETRIBUCIONS COMPLEM.FUNCIONAR,,40738.8
2012,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,12   3413 31201   130,RETRIBUCIONS PERSONAL LAB. FIX,,48987.42
2012,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,12   3413 31201   150,COMPLEMENT PRODUCTIVITAT C.D.S,,17742.08
2012,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,12   3413 31201   160,QUOTES SOCIALS CENTRE DIA SALU,,43959.08
2012,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,12   3413 31202   120,ANTIG. I SOU BASE FUNCIONARIS ,,56967.94
2012,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,12   3413 31202   121,RETRIBUCIONS COMPLEMENTÀRIES F,,59705.68
2012,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,12   3413 31202   150,COMPLEMENT PRODUCTIVITAT ATT.D,,12710.07
2012,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,12   3413 31202   160,QUOTES SOCIALS ATENCIÓ DONA,,36735.84
2012,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,12   3413 31303   120,ANTIG. I SOU BASE FUNCIONARIS ,,45574.8
2012,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,12   3413 31303   121,RETRIBUCIONS COMPLEMENTÀRIES F,,60891.21
2012,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,12   3413 31303   130,RETRIBUCIONS PERSONAL LABORAL ,,89863.09
2012,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,12   3413 31303   150,COMPLEMENT PRODUCTIVITAT PROMO,,23604.32
2012,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,12   3413 31303   160,QUOTES SOCIALS PROMOCIÓ DONA,,68315.12
2013,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,13   3413 31201   120,ANTIG. I SOU BASE FUNCIONARIS ,,27398.3
2013,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,13   3413 31201   121,RETRIBUCIONS COMPLEM.FUNCIONAR,,34676.1
2013,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,13   3413 31201   130,RETRIBUCIONS PERSONAL LAB. FIX,,52501.36
2013,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,13   3413 31201   150,COMPLEMENT PRODUCTIVITAT C.D.S,,16504.53
2013,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,13   3413 31201   160,QUOTES SOCIALS CENTRE DIA SALU,,41243.67
2013,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,13   3413 31202   120,ANTIG. I SOU BASE FUNCIONARIS ,,63258.97
2013,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,13   3413 31202   121,RETRIBUCIONS COMPLEMENTÀRIES F,,66397.07
2013,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,13   3413 31202   150,COMPLEMENT PRODUCTIVITAT ATT.D,,14290.77
2013,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,13   3413 31202   160,QUOTES SOCIALS ATENCIÓ DONA,,38076.23
2013,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,13   3413 31303   120,ANTIG. I SOU BASE FUNCIONARIS ,,41996.91
2013,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,13   3413 31303   121,RETRIBUCIONS COMPLEMENTÀRIES F,,60184.21
2013,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,13   3413 31303   130,RETRIBUCIONS PERSONAL LABORAL ,,108521.33
2013,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,13   3413 31303   150,COMPLEMENT PRODUCTIVITAT PROMO,,26644.01
2013,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,13   3413 31303   160,QUOTES SOCIALS PROMOCIÓ DONA,,65603.88
2014,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,14   3413 31201   120,ANTIG. I SOU BASE FUNCIONARIS ,,28322.62
2014,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,14   3413 31201   121,RETRIBUCIONS COMPLEM.FUNCIONAR,,35852.79
2014,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,14   3413 31201   130,RETRIBUCIONS PERSONAL LAB. FIX,,53729.63
2014,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,14   3413 31201   150,COMPLEMENT PRODUCTIVITAT C.D.S,,16113.07
2014,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,14   3413 31201   160,QUOTES SOCIALS CENTRE DIA SALU,,38252.68
2014,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,14   3413 31202   120,ANTIG. I SOU BASE FUNCIONARIS ,,62723.63
2014,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,14   3413 31202   121,RETRIBUCIONS COMPLEMENTÀRIES F,,66218.05
2014,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,14   3413 31202   150,COMPLEMENT PRODUCTIVITAT ATT.D,,14204.77
2014,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,14   3413 31202   160,QUOTES SOCIALS ATENCIÓ DONA,,38836.81
2014,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,14   3413 31303   120,ANTIG. I SOU BASE FUNCIONARIS ,,52176.32
2014,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,14   3413 31303   121,RETRIBUCIONS COMPLEMENTÀRIES F,,69233.58
2014,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,14   3413 31303   130,RETRIBUCIONS PERSONAL LABORAL ,,66974.37
2014,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,14   3413 31303   131,RETRIBUCIONS PERSONAL LAB.TEMP,,15042.83
2014,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,14   3413 31303   150,COMPLEMENT PRODUCTIVITAT PROMO,,26200.73
2014,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,14   3413 31303   160,QUOTES SOCIALS PROMOCIÓ DONA,,62494.37
2015,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,15   3413 31103   12000,RETRIB.BASIQ.FUNC.SOUS GRUP A1,,43369.56
2015,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,15   3413 31103   12003,RETRIB.BASIQ.FUNC.SOUS GRUP C1,,3649.56
2015,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,15   3413 31103   12004,RETRIB.BASIQ.FUNC.SOUS GRUP C2,,9075.37
2015,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,15   3413 31103   12006,RETRIB.BASIQ.FUNC.TRIENNIS PRO,,6230.57
2015,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,15   3413 31103   12100,RETRIB.COMPL.DESTI.P.FUNCI. PR,,35566.88
2015,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,15   3413 31103   12101,COMPLEMENT ESPECIFIC PROM.SALU,,47956.57
2015,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,15   3413 31103   12103,RETRIB. ALTRES COMPLEMENTS PRO,,4036.93
2015,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,15   3413 31103   13000,RETRIB.BASIQ.PERS.LABORAL FIX ,,26206.18
2015,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,15   3413 31103   13002,ALTRES REMUNER.PERS.LABORAL FI,,24777.46
2015,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,15   3413 31103   13100,RETRIB.BASIQ.PERS.LAB.TEMPORAL,,23788.8
2015,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,15   3413 31103   15000,PRODUCTIVITAT PROM.SALUT,,28188.22
2015,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,15   3413 31103   16000,QUOTES SEGURETAT SOCIAL PROM.S,,67922.11
2015,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,15   3413 31201   12001,RETRIB.BASIQ.FUNC.SOUS GRUP A2,,13341.71
2015,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,15   3413 31201   12004,RETRIB.BASIQ.FUNC.SOUS GRUP C2,,15562.4
2015,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,15   3413 31201   12006,RETRIB.BASIQ.FUNC. TRIENNIS C.,,3568.39
2015,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,15   3413 31201   12100,RETRIB.COMPL.DESTI.P.FUNCI. C.,,17528.31
2015,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,15   3413 31201   12101,COMPLEMENT ESPECIFIC C.DIA SAL,,21426.33
2015,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,15   3413 31201   12103,RETRIB. ALTRES COMPLEMENTS C.D,,1220.88
2015,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,15   3413 31201   13000,RETRIB.BASIQ.PERS.LABORAL FIX ,,23704.4
2015,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,15   3413 31201   13002,ALTRES REMUNER.PERS.LABORAL FI,,31642.23
2015,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,15   3413 31201   15000,PRODUCTIVITAT C.DIA SALUT MENT,,17647.21
2015,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,15   3413 31201   16000,QUOTES SEGURETAT SOCIAL C.DIA ,,40610.49
2015,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,15   3413 31202   12000,RETRIB.BASIQ.FUNC.SOUS GRUP A1,,3260.61
2015,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,15   3413 31202   12001,RETRIB.BASIQ.FUNC.SOUS GRUP A2,,1473.66
2015,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,15   3413 31202   12003,RETRIB.BASIQ.FUNC.SOUS GRUP C1,,1440.04
2015,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,15   3413 31202   12006,RETRIB.BASIQ.FUNC. TRIENNIS AT,,1542.42
2015,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,15   3413 31202   12100,RETRIB.COMPL.DESTI.P.FUNCI. AT,,3637.03
2015,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,15   3413 31202   12101,COMPLEMENT ESPECIFIC AT.DONA,,3088.39
2015,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,15   3413 31202   12103,RETRIB. ALTRES COMPLEMENTS AT.,,967.48
2015,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,15   3413 31202   15000,PRODUCTIVITAT AT.DONA,,3285.61
2015,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,15   3413 31202   16000,QUOTES SEGURETAT SOCIAL AT.DON,,4879.83
2016,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,16   3413 31103   12000,RETRIB.BASIQ.FUNC.SOUS GRUP A1,,18585.19
2016,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,16   3413 31103   12001,RETRIB.BASIQ.FUNC.SOUS GRUP A2,,15235.32
2016,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,16   3413 31103   12004,RETRIB.BASIQ.FUNC.SOUS GRUP C2,,9366.42
2016,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,16   3413 31103   12006,RETRIB.BASIQ.FUNC.TRIENNIS PRO,,7913.83
2016,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,16   3413 31103   12100,RETRIB.COMPL.DESTI.P.FUNCI. PR,,26627.9
2016,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,16   3413 31103   12101,COMPLEMENT ESPECIFIC PROM.SALU,,40736.59
2016,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,16   3413 31103   12103,RETRIB. ALTRES COMPLEMENTS PRO,,4439.6
2016,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,16   3413 31103   13000,RETRIB.BASIQ.PERS.LABORAL FIX ,,13342.93
2016,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,16   3413 31103   13002,ALTRES REMUNER.PERS.LABORAL FI,,12026.24
2016,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,16   3413 31103   13100,RETRIB.BASIQ.PERS.LAB.TEMPORAL,,29986.62
2016,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,16   3413 31103   15000,PRODUCTIVITAT PROM.SALUT,,23509.58
2016,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,16   3413 31103   16000,QUOTES SEGURETAT SOCIAL PROM.S,,58606.88
2016,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,16   3413 31201   12001,RETRIB.BASIQ.FUNC.SOUS GRUP A2,,2305.52
2016,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,16   3413 31201   12004,RETRIB.BASIQ.FUNC.SOUS GRUP C2,,2705.42
2016,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,16   3413 31201   12006,RETRIB.BASIQ.FUNC. TRIENNIS C.,,665.61
2016,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,16   3413 31201   12100,RETRIB.COMPL.DESTI.P.FUNCI. C.,,2994.6
2016,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,16   3413 31201   12101,COMPLEMENT ESPECIFIC C.DIA SAL,,3608.07
2016,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,16   3413 31201   12103,RETRIB. ALTRES COMPLEMENTS C.D,,122.72
2016,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,16   3413 31201   13000,RETRIB.BASIQ.PERS.LABORAL FIX ,,4296.52
2016,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,16   3413 31201   13002,ALTRES REMUNER.PERS.LABORAL FI,,5203.54
2016,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,16   3413 31201   15000,PRODUCTIVITAT C.DIA SALUT MENT,,2329.25
2016,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,16   3413 31201   16000,QUOTES SEGURETAT SOCIAL C.DIA ,,6745.59
2017,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3413 31103   12000,RETRIB.BASIQ.FUNC.SOUS GRUP A1,,21613.27
2017,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3413 31103   12001,RETRIB.BASIQ.FUNC.SOUS GRUP A2,,19153.5
2017,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3413 31103   12003,RETRIB.BASIQ.FUNC.SOUS GRUP C1,,1336.88
2017,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3413 31103   12004,RETRIB.BASIQ.FUNC.SOUS GRUP C2,,7330.15
2017,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3413 31103   12006,RETRIB.BASIQ.FUNC.TRIENNIS PRO,,9607.84
2017,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3413 31103   12100,RETRIB.COMPL.DESTI.P.FUNCI. PR,,30099.01
2017,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3413 31103   12101,COMPLEMENT ESPECIFIC PROM.SALU,,43083.3
2017,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3413 31103   12103,RETRIB. ALTRES COMPLEMENTS PRO,,7433.53
2017,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3413 31103   13000,RETRIB.BASIQ.PERS.LABORAL FIX ,,3786.42
2017,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3413 31103   13002,ALTRES REMUNER.PERS.LABORAL FI,,3742.81
2017,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3413 31103   13100,RETRIB.BASIQ.PERS.LAB.TEMPORAL,,31571.02
2017,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3413 31103   15000,PRODUCTIVITAT PROM.SALUT,,23628.39
2017,"3-Serveis a les Persones, Cohe",3413-Salut i Comunitat,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3413 31103   16000,QUOTES SEGURETAT SOCIAL PROM.S,,56969.24
